dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
-0.9969564115531194,0.17381585103446048,0.13861587534213424,0.024698496923077226,0.0038808821685447537,0.0030328500845078613,6.765712460856365e-05,-0.0001030709265590883,0.0004334165445974074,1.6841173141315372e-05,-3.17794272700847e-05,6.633489026590386e-05,6.040613256581378e-05,2.0646776236765004e-06,0.0
-1.0,0.04961902002405656,0.050753467179645156,-0.004732191447072272,-0.001006291324944199,-0.0013489656237182217,-7.8608858149233e-05,3.374974539906302e-05,-0.00020790528921284368,-1.5699997311489015e-05,2.5608849881596613e-05,-1.933234428918316e-05,-3.205607772853768e-05,-1.6072134049651008e-06,0.0
-0.999278236079194,-0.13908608303161413,-0.019459833876666187,-0.003316564159359343,0.000647642996955448,0.0006278976812128919,1.993179832448283e-05,-2.2634458238700556e-05,9.342268265695472e-05,-3.7788833192893233e-06,-1.924670396126492e-05,2.319919722723756e-05,1.1852388164553833e-05,1.1191119910208628e-06,0.0
-0.996852946939965,-0.25747562790986256,-0.008551688020029332,0.07429551728017329,-0.0014767370917611678,-0.0005359908684384734,-2.8975349417637026e-05,1.7286199477393164e-05,-5.003573128735727e-05,2.1705571427091646e-05,5.028918578892429e-05,-2.2855886118137224e-05,-4.41051780220014e-06,-7.204324558100474e-07,0.0
-0.99860433297629,-0.15817427153146088,-0.025175052361837,-0.006287436907270406,0.10935215588141663,0.041765215672442034,-0.0011179426739718213,0.0007336271363780779,-0.004299584111579559,-0.0016635191559721465,-0.00021488267616492064,-0.0009850534159423065,-0.0009492219627507513,-0.0009492148991185289,0.0
-0.975303679777214,0.5253227321514018,-0.06079825711013615,-0.01946078750676728,0.06174215202500368,-0.00029678305418586365,0.0002605138155568497,-0.0007396389824889157,0.002548938738201536,0.0004941347411395426,0.0006371736371679094,-8.694257393101499e-05,0.0006595069046726151,0.0001428613469074765,0.0
-0.9619705513463777,0.6509946861402717,-0.06438920725151764,0.03507454296928349,0.01567308871049272,-0.0015461041706538983,-0.00010435537644572533,5.222381122446006e-05,-0.0002063691494781494,-5.3422680701960765e-05,-7.178975266762891e-06,5.519952448459979e-05,-5.3126247250754714e-05,4.469357306063567e-06,0.0
-0.9711457474927926,0.5700294895853634,-0.04401216201352799,-0.0001974208108898852,-0.019604899061570976,0.003141141410096622,9.21290212005923e-05,-5.751753176991444e-05,0.00020951054723707113,1.3183365018579616e-05,-2.967333158230129e-05,-3.601379705376727e-05,3.6746633059838875e-05,-2.7526974722861727e-05,0.0
-0.10341734868804402,0.1296444359325492,0.0888735999313367,-0.3122472475474083,-0.19971981679923595,0.7680688752190101,0.13535282862204998,-0.16400541571606722,0.11361475463486258,0.1386184108702218,0.5516901939118803,-0.1332479145004347,0.8678980060069826,1.0,0.0
0.061643711553852266,-0.03950320602074388,0.9781608650532835,-0.8575237216437412,0.0032524472783301357,0.525546019620275,0.5721849362398346,1.0,0.058802289520442856,0.4464082559866592,0.3923194731345556,0.009099160775488451,-0.04267136729751974,0.005731777032609607,0.0
