dim_1,dim_2,dim_3
-0.3154360380237855,-0.08613046095422451,0.0
-0.3164024001375851,-0.08725917520637964,0.0
-0.3177899752729983,-0.0888858472871428,0.0
-0.3186978162158019,-0.08940697545554092,0.0
-0.318092049071714,-0.08869067721913583,0.0
-0.30761363478742204,-0.07910918390950847,0.0
-0.30669168582646056,-0.07919950802610655,0.0
-0.3072831116590608,-0.07902769214529078,0.0
-0.2260170060956418,0.7798314899390961,0.0
-1.0,0.09087418130542385,0.0
-0.6248916499045974,0.6030851518232417,0.0
-0.4533822228728869,-0.1345974094116243,0.0
-0.8834221084597921,-0.1991748555366692,0.0
-0.37418366037882694,-0.13452185548292675,0.0
-0.6365712300047832,-0.04441043740488079,0.0
-0.5008252015856637,0.022703033130902193,0.0
-0.5005789287326878,0.021825907767612982,0.0
-0.4056765080980327,-0.12557318003121928,0.0
-0.19566469667233694,-0.2281138668914231,0.0
-0.3435009597831812,-0.22081551856533063,0.0
-0.24277786234954346,-0.2705208152475533,0.0
1.0,0.4664439289090232,0.0
0.21289811326675198,-0.7045997392301174,0.0
0.22034129674489453,1.0,0.0
0.1185252395885021,0.14379816590492284,0.0
0.5139274083352808,0.13511397880910034,0.0
0.41866619825911244,-0.7943243821748663,0.0
0.0,0.0,0.0
-0.3154360380237855,-0.08613046095422451,0.5
-0.3164024001375851,-0.08725917520637964,0.5
-0.3177899752729983,-0.0888858472871428,0.5
-0.3186978162158019,-0.08940697545554092,0.5
-0.318092049071714,-0.08869067721913583,0.5
-0.30761363478742204,-0.07910918390950847,0.5
-0.30669168582646056,-0.07919950802610655,0.5
-0.3072831116590608,-0.07902769214529078,0.5
-0.2260170060956418,0.7798314899390961,0.5
-1.0,0.09087418130542385,0.5
-0.6248916499045974,0.6030851518232417,0.5
-0.4533822228728869,-0.1345974094116243,0.5
-0.8834221084597921,-0.1991748555366692,0.5
-0.37418366037882694,-0.13452185548292675,0.5
-0.6365712300047832,-0.04441043740488079,0.5
-0.5008252015856637,0.022703033130902193,0.5
-0.5005789287326878,0.021825907767612982,0.5
-0.4056765080980327,-0.12557318003121928,0.5
-0.19566469667233694,-0.2281138668914231,0.5
-0.3435009597831812,-0.22081551856533063,0.5
-0.24277786234954346,-0.2705208152475533,0.5
1.0,0.4664439289090232,0.5
0.21289811326675198,-0.7045997392301174,0.5
0.22034129674489453,1.0,0.5
0.1185252395885021,0.14379816590492284,0.5
0.5139274083352808,0.13511397880910034,0.5
0.41866619825911244,-0.7943243821748663,0.5
0.0,0.0,0.5
0.40616453559304866,-0.6643786349365265,1.0
0.28754677767471143,0.28052031989652254,1.0
0.29644363737620283,-0.4641360090819473,1.0
0.3785088358840494,0.20324457928863243,1.0
0.30159704584990366,-1.0,1.0
0.3769167795477974,0.05130109917203143,1.0
0.20471184907107398,-0.8538206583402895,1.0
0.3890071656317904,-0.19196720385849483,1.0
