dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0.9968377947807312,0.09674607962369919,0.3651885390281677,-0.02238357439637184,0.0503443107008934,0.08928322046995163,0.03866230323910713,0.053077537566423416,-0.3185062110424042,0.03481832891702652,-0.0064637307077646255,0.14760401844978333,0.001969971228390932,0.22885483503341675,0.0
1.0,0.14147505164146423,0.3395785987377167,-0.00516783120110631,0.03130709379911423,0.0758189707994461,0.03891874849796295,0.08085235953330994,-0.262393057346344,0.038644395768642426,-0.014440309256315231,0.11791960150003433,0.028295012190937996,0.20754292607307434,0.0
0.9976654052734375,0.19562730193138123,0.31256285309791565,0.013720228336751461,0.008276490494608879,0.05671628937125206,0.03695058822631836,0.11815540492534637,-0.19990357756614685,0.046244069933891296,-0.02485547587275505,0.08256661891937256,0.06062440946698189,0.1873636245727539,0.0
0.9910234808921814,0.22282803058624268,0.3102336823940277,0.020521508529782295,-0.006956799421459436,0.041051845997571945,0.032668065279722214,0.1433972269296646,-0.17868933081626892,0.05599604919552803,-0.03166867420077324,0.0651267021894455,0.0770193561911583,0.189124196767807,0.0
0.995640754699707,0.2029327154159546,0.31498703360557556,0.0316799096763134,0.005562387872487307,0.06438283622264862,0.035757485777139664,0.13213597238063812,-0.1931251883506775,0.04362070560455322,-0.025381332263350487,0.0839419886469841,0.07170175760984421,0.1825282722711563,0.0
0.9979048371315002,-0.0018063272582367063,0.3187333047389984,-0.021267998963594437,0.09960609674453735,0.1560174524784088,0.052986178547143936,-0.08298715949058533,-0.39047232270240784,-0.005800934042781591,0.010059835389256477,0.21683721244335175,-0.06855139881372452,0.20923112332820892,0.0
0.9894019365310669,-0.05258423089981079,0.31359627842903137,-0.039307598024606705,0.11888694018125534,0.16815291345119476,0.05342259258031845,-0.14517909288406372,-0.43855276703834534,-0.010320419445633888,0.014506576582789421,0.24351055920124054,-0.10276839882135391,0.21930325031280518,0.0
0.9950282573699951,-0.02367846667766571,0.3200904428958893,-0.045512378215789795,0.10710486769676208,0.15233057737350464,0.051989734172821045,-0.11399596184492111,-0.4148392081260681,-0.0021091443486511707,0.012047836557030678,0.2245483547449112,-0.08748665452003479,0.21715128421783447,0.0
0.11713005602359772,0.014506995677947998,-0.05419342219829559,-0.45097342133522034,1.0,-0.6173872351646423,0.21407920122146606,0.03949468210339546,0.08020561933517456,-0.5835396647453308,0.5464118123054504,0.019757695496082306,0.9458856582641602,-1.0,0.0
-0.20275023579597473,-0.08162666112184525,0.8535298109054565,-0.6888852119445801,0.00043725661817006767,0.43340131640434265,0.6795033812522888,0.5526894927024841,-0.7926559448242188,-0.20048834383487701,-0.30922991037368774,-1.0,0.28462404012680054,-0.8589270710945129,0.0
-0.18160764873027802,0.17135359346866608,1.0,-0.2639824450016022,-1.0,0.6190903186798096,0.19919972121715546,0.15694846212863922,0.6694628000259399,-0.21783331036567688,0.16321711242198944,-0.03984405845403671,0.14760728180408478,-0.839431643486023,0.0
-1.0,0.23920929431915283,0.5090194940567017,-0.022783733904361725,0.002223457209765911,0.14631202816963196,-0.11439520865678787,-0.2678738832473755,0.017419960349798203,-0.10705312341451645,-0.09139981865882874,0.6048976182937622,0.03072223626077175,0.3495929539203644,0.0
-0.6348296403884888,-0.07792055606842041,0.5896726846694946,-0.020786011591553688,-0.42941683530807495,0.25105994939804077,-0.4555776119232178,0.12067312747240067,0.7676419615745544,-0.25068730115890503,1.0,0.9392355680465698,0.30061498284339905,0.1625978797674179,0.0
0.929961621761322,0.03849745914340019,-0.5251904129981995,-0.3112674951553345,-0.24028246104717255,-0.18676598370075226,0.028878672048449516,-0.0527949184179306,0.2855125963687897,-0.05954303592443466,0.013110961765050888,-0.19298015534877777,0.0042205448262393475,-0.1112116128206253,0.0
0.7517353892326355,0.1921011209487915,-0.5511918663978577,0.4218498766422272,-0.4521592855453491,-0.043936505913734436,-0.19599154591560364,0.6567103266716003,0.5504743456840515,0.10366656631231308,-0.24160462617874146,-0.7130444049835205,0.30940869450569153,0.03346198424696922,0.0
0.7599365711212158,0.33137941360473633,-0.9422451853752136,0.3345823585987091,-0.4870149493217468,-0.06375492364168167,-0.34312766790390015,0.28012514114379883,0.7099657654762268,-0.11354637891054153,0.1579635739326477,-0.00523067032918334,0.2691156566143036,-0.26327601075172424,0.0
0.8560037016868591,0.06112825125455856,-0.5158892869949341,0.42627260088920593,-0.2716025412082672,-0.20933061838150024,-0.3170028030872345,0.37504252791404724,0.5702114105224609,-0.06934154778718948,0.0902799665927887,-0.30870625376701355,0.31499090790748596,-0.3429954946041107,0.0
0.9366483688354492,0.14898493885993958,-0.3417982757091522,-0.02595685049891472,0.04125125706195831,0.013409143313765526,0.07007468491792679,-0.2357364147901535,0.368145227432251,-0.17745034396648407,-0.06745791435241699,-0.06172531098127365,-0.1726863980293274,-0.22241897881031036,0.0
0.8336849808692932,-0.6590837240219116,-0.7087043523788452,0.028860582038760185,-0.044687625020742416,0.12725234031677246,-0.07687652856111526,-0.4308215379714966,-0.19141466915607452,-0.06273839622735977,0.15048682689666748,0.11576606333255768,-0.15586483478546143,-0.44147419929504395,0.0
0.8760946393013,-0.1338016390800476,-0.3000275790691376,-0.26005685329437256,0.12919636070728302,0.17634868621826172,0.016336537897586823,-0.9090239405632019,-0.29382240772247314,-0.00296020251698792,0.05022259056568146,0.36586910486221313,-0.15858085453510284,-0.8716943264007568,0.0
0.8676883578300476,-0.43018221855163574,-0.6939497590065002,-0.301483154296875,-0.11658870428800583,0.12103936076164246,0.062083471566438675,-0.3852511942386627,-0.16997624933719635,-0.09570495784282684,0.15648408234119415,0.11905859410762787,-0.02976321615278721,-0.8989031314849854,0.0
0.00966318417340517,-0.33339446783065796,0.09665803611278534,0.047757118940353394,0.19298055768013,-1.0,0.3956337869167328,1.0,0.3962130546569824,-0.25970274209976196,-0.9933509230613708,1.0,-0.4179617166519165,-0.3883793354034424,0.0
-0.007514477241784334,0.0683692991733551,-0.3133369982242584,0.030334943905472755,0.237230584025383,0.061607301235198975,1.0,-0.4358397126197815,1.0,1.0,0.5599503517150879,0.024941790848970413,-0.1945198029279709,0.19467949867248535,0.0
-0.03652895987033844,0.08050654828548431,-0.5179981589317322,-0.9999552965164185,0.5707027912139893,0.512310266494751,-0.6825713515281677,0.6688650250434875,0.40932005643844604,-0.25675442814826965,0.6290746927261353,-0.5229887962341309,-0.5818270444869995,0.7654716968536377,0.0
0.02267303876578808,0.09659066051244736,0.39113345742225647,0.5792392492294312,-0.5149901509284973,-0.9787965416908264,0.30699196457862854,-1.0,0.012407304719090462,-1.0,0.3912303149700165,-0.6040360331535339,0.12173400074243546,0.6622090339660645,0.0
-0.07212255150079727,0.7020180821418762,-0.8622210621833801,-0.8065398931503296,-0.20427271723747253,0.4428032338619232,0.006042770110070705,-0.13032515347003937,0.06096681207418442,-0.47936397790908813,-0.9272409677505493,0.30932068824768066,0.196450337767601,0.5310233235359192,0.0
-0.08663719892501831,1.0,0.32034721970558167,0.5319446921348572,0.4275350868701935,-0.14490638673305511,-0.15891703963279724,-0.15036067366600037,-0.12490217387676239,0.08829332143068314,0.06802163273096085,-0.08117373287677765,-0.4549311399459839,-0.4579943120479584,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9968377947807312,0.09674607962369919,0.3651885390281677,-0.02238357439637184,0.0503443107008934,0.08928322046995163,0.03866230323910713,0.053077537566423416,-0.3185062110424042,0.03481832891702652,-0.0064637307077646255,0.14760401844978333,0.001969971228390932,0.22885483503341675,0.5
1.0,0.14147505164146423,0.3395785987377167,-0.00516783120110631,0.03130709379911423,0.0758189707994461,0.03891874849796295,0.08085235953330994,-0.262393057346344,0.038644395768642426,-0.014440309256315231,0.11791960150003433,0.028295012190937996,0.20754292607307434,0.5
0.9976654052734375,0.19562730193138123,0.31256285309791565,0.013720228336751461,0.008276490494608879,0.05671628937125206,0.03695058822631836,0.11815540492534637,-0.19990357756614685,0.046244069933891296,-0.02485547587275505,0.08256661891937256,0.06062440946698189,0.1873636245727539,0.5
0.9910234808921814,0.22282803058624268,0.3102336823940277,0.020521508529782295,-0.006956799421459436,0.041051845997571945,0.032668065279722214,0.1433972269296646,-0.17868933081626892,0.05599604919552803,-0.03166867420077324,0.0651267021894455,0.0770193561911583,0.189124196767807,0.5
0.995640754699707,0.2029327154159546,0.31498703360557556,0.0316799096763134,0.005562387872487307,0.06438283622264862,0.035757485777139664,0.13213597238063812,-0.1931251883506775,0.04362070560455322,-0.025381332263350487,0.0839419886469841,0.07170175760984421,0.1825282722711563,0.5
0.9979048371315002,-0.0018063272582367063,0.3187333047389984,-0.021267998963594437,0.09960609674453735,0.1560174524784088,0.052986178547143936,-0.08298715949058533,-0.39047232270240784,-0.005800934042781591,0.010059835389256477,0.21683721244335175,-0.06855139881372452,0.20923112332820892,0.5
0.9894019365310669,-0.05258423089981079,0.31359627842903137,-0.039307598024606705,0.11888694018125534,0.16815291345119476,0.05342259258031845,-0.14517909288406372,-0.43855276703834534,-0.010320419445633888,0.014506576582789421,0.24351055920124054,-0.10276839882135391,0.21930325031280518,0.5
0.9950282573699951,-0.02367846667766571,0.3200904428958893,-0.045512378215789795,0.10710486769676208,0.15233057737350464,0.051989734172821045,-0.11399596184492111,-0.4148392081260681,-0.0021091443486511707,0.012047836557030678,0.2245483547449112,-0.08748665452003479,0.21715128421783447,0.5
0.11713005602359772,0.014506995677947998,-0.05419342219829559,-0.45097342133522034,1.0,-0.6173872351646423,0.21407920122146606,0.03949468210339546,0.08020561933517456,-0.5835396647453308,0.5464118123054504,0.019757695496082306,0.9458856582641602,-1.0,0.5
-0.20275023579597473,-0.08162666112184525,0.8535298109054565,-0.6888852119445801,0.00043725661817006767,0.43340131640434265,0.6795033812522888,0.5526894927024841,-0.7926559448242188,-0.20048834383487701,-0.30922991037368774,-1.0,0.28462404012680054,-0.8589270710945129,0.5
-0.18160764873027802,0.17135359346866608,1.0,-0.2639824450016022,-1.0,0.6190903186798096,0.19919972121715546,0.15694846212863922,0.6694628000259399,-0.21783331036567688,0.16321711242198944,-0.03984405845403671,0.14760728180408478,-0.839431643486023,0.5
-1.0,0.23920929431915283,0.5090194940567017,-0.022783733904361725,0.002223457209765911,0.14631202816963196,-0.11439520865678787,-0.2678738832473755,0.017419960349798203,-0.10705312341451645,-0.09139981865882874,0.6048976182937622,0.03072223626077175,0.3495929539203644,0.5
-0.6348296403884888,-0.07792055606842041,0.5896726846694946,-0.020786011591553688,-0.42941683530807495,0.25105994939804077,-0.4555776119232178,0.12067312747240067,0.7676419615745544,-0.25068730115890503,1.0,0.9392355680465698,0.30061498284339905,0.1625978797674179,0.5
0.929961621761322,0.03849745914340019,-0.5251904129981995,-0.3112674951553345,-0.24028246104717255,-0.18676598370075226,0.028878672048449516,-0.0527949184179306,0.2855125963687897,-0.05954303592443466,0.013110961765050888,-0.19298015534877777,0.0042205448262393475,-0.1112116128206253,0.5
0.7517353892326355,0.1921011209487915,-0.5511918663978577,0.4218498766422272,-0.4521592855453491,-0.043936505913734436,-0.19599154591560364,0.6567103266716003,0.5504743456840515,0.10366656631231308,-0.24160462617874146,-0.7130444049835205,0.30940869450569153,0.03346198424696922,0.5
0.7599365711212158,0.33137941360473633,-0.9422451853752136,0.3345823585987091,-0.4870149493217468,-0.06375492364168167,-0.34312766790390015,0.28012514114379883,0.7099657654762268,-0.11354637891054153,0.1579635739326477,-0.00523067032918334,0.2691156566143036,-0.26327601075172424,0.5
0.8560037016868591,0.06112825125455856,-0.5158892869949341,0.42627260088920593,-0.2716025412082672,-0.20933061838150024,-0.3170028030872345,0.37504252791404724,0.5702114105224609,-0.06934154778718948,0.0902799665927887,-0.30870625376701355,0.31499090790748596,-0.3429954946041107,0.5
