dim_1,dim_2
-0.08452901989221573,0.0
-0.12730619311332703,0.0
-0.017679499462246895,0.0
0.017032885923981667,0.0
-0.072500079870224,0.0
-0.0662325993180275,0.0
0.009862083941698074,0.0
0.056317709386348724,0.0
-1.0,0.0
0.56830233335495,0.0
1.0,0.0
0.02064293436706066,0.0
-0.007628424093127251,0.0
0.040762465447187424,0.0
-0.09217402338981628,0.0
0.03352386876940727,0.0
0.035183072090148926,0.0
-0.16079658269882202,0.0
-0.22511477768421173,0.0
0.05835122615098953,0.0
0.10254551470279694,0.0
0.032454267144203186,0.0
0.03027854487299919,0.0
0.14216524362564087,0.0
-0.4762062132358551,0.0
-0.15225419402122498,0.0
-0.19875583052635193,0.0
0.0,0.0
-0.08452901989221573,0.5
-0.12730619311332703,0.5
-0.017679499462246895,0.5
0.017032885923981667,0.5
-0.072500079870224,0.5
-0.0662325993180275,0.5
0.009862083941698074,0.5
0.056317709386348724,0.5
-1.0,0.5
0.56830233335495,0.5
1.0,0.5
0.02064293436706066,0.5
-0.007628424093127251,0.5
0.040762465447187424,0.5
-0.09217402338981628,0.5
0.03352386876940727,0.5
0.035183072090148926,0.5
-0.16079658269882202,0.5
-0.22511477768421173,0.5
0.05835122615098953,0.5
0.10254551470279694,0.5
0.032454267144203186,0.5
0.03027854487299919,0.5
0.14216524362564087,0.5
-0.4762062132358551,0.5
-0.15225419402122498,0.5
-0.19875583052635193,0.5
0.0,0.5
-0.15165209770202637,1.0
0.021425431594252586,1.0
-0.13691091537475586,1.0
-0.17103080451488495,1.0
0.01261955313384533,1.0
0.11853662133216858,1.0
-0.09305277466773987,1.0
-0.218684583902359,1.0
