dim_1,dim_2,dim_3
0.9937214397496736,-0.2625840780138786,0.0
0.9879145408886094,-0.3839722050167826,0.0
0.9759748957954101,-0.5356289285498174,0.0
0.9667204514565381,-0.6249894334122963,0.0
0.9743316855256915,-0.5489224606081465,0.0
1.0,0.12361277287749725,0.0
0.9962889638343368,0.2790294806419631,0.0
0.9990622357116564,0.176994595336391,0.0
0.11060752343534348,0.08986078413467878,0.0
-0.07388930740091164,-0.059906428237884404,0.0
-0.07338278505939458,-0.29025612170900034,0.0
-1.0,-0.03085501650500834,0.0
-0.6171023724289884,0.17875112041943206,0.0
0.7836697987529333,-0.4680307320105497,0.0
0.5960822974712008,-1.0,0.0
0.5951361890937112,-0.8820531919060638,0.0
0.696586338309044,-0.7113382055887026,0.0
0.8210178390097093,-0.27037691377927076,0.0
0.71229079321743,0.8948127076757981,0.0
0.7998453508713891,0.5571014775132569,0.0
0.7383438374936329,0.5471414679019102,0.0
0.008180443566279533,0.12952272450141825,0.0
-0.023913554029299268,0.02191064358636784,0.0
-0.05120885996145923,0.18443150569498817,0.0
0.03521396849909849,-0.06444426731345444,0.0
-0.09876338717914683,-0.32907066218803943,0.0
-0.017408692386259965,-0.6805449008002948,0.0
0.0,0.0,0.0
0.9937214397496736,-0.2625840780138786,0.5
0.9879145408886094,-0.3839722050167826,0.5
0.9759748957954101,-0.5356289285498174,0.5
0.9667204514565381,-0.6249894334122963,0.5
0.9743316855256915,-0.5489224606081465,0.5
1.0,0.12361277287749725,0.5
0.9962889638343368,0.2790294806419631,0.5
0.9990622357116564,0.176994595336391,0.5
0.11060752343534348,0.08986078413467878,0.5
-0.07388930740091164,-0.059906428237884404,0.5
-0.07338278505939458,-0.29025612170900034,0.5
-1.0,-0.03085501650500834,0.5
-0.6171023724289884,0.17875112041943206,0.5
0.7836697987529333,-0.4680307320105497,0.5
0.5960822974712008,-1.0,0.5
0.5951361890937112,-0.8820531919060638,0.5
0.696586338309044,-0.7113382055887026,0.5
0.8210178390097093,-0.27037691377927076,0.5
0.71229079321743,0.8948127076757981,0.5
0.7998453508713891,0.5571014775132569,0.5
0.7383438374936329,0.5471414679019102,0.5
0.008180443566279533,0.12952272450141825,0.5
-0.023913554029299268,0.02191064358636784,0.5
-0.05120885996145923,0.18443150569498817,0.5
0.03521396849909849,-0.06444426731345444,0.5
-0.09876338717914683,-0.32907066218803943,0.5
-0.017408692386259965,-0.6805449008002948,0.5
0.0,0.0,0.5
0.03155079344356963,0.6065063647924106,1.0
0.19086016384000473,0.32846109867274786,1.0
0.26422300005342675,0.7329445065121843,1.0
0.1678025792337167,0.7815873574139122,1.0
-0.042060697429544325,0.5706281245315694,1.0
-0.12224537942839411,0.8923830048064281,1.0
-0.1590745972102541,1.0,1.0
-0.06800036720441685,0.9323512507450737,1.0
