dim_1,dim_2
0.9968377947807312,0.0
1.0,0.0
0.9976654052734375,0.0
0.9910234808921814,0.0
0.995640754699707,0.0
0.9979048371315002,0.0
0.9894019365310669,0.0
0.9950282573699951,0.0
0.11713005602359772,0.0
-0.20275023579597473,0.0
-0.18160764873027802,0.0
-1.0,0.0
-0.6348296403884888,0.0
0.929961621761322,0.0
0.7517353892326355,0.0
0.7599365711212158,0.0
0.8560037016868591,0.0
0.9366483688354492,0.0
0.8336849808692932,0.0
0.8760946393013,0.0
0.8676883578300476,0.0
0.00966318417340517,0.0
-0.007514477241784334,0.0
-0.03652895987033844,0.0
0.02267303876578808,0.0
-0.07212255150079727,0.0
-0.08663719892501831,0.0
0.0,0.0
0.9968377947807312,0.5
1.0,0.5
0.9976654052734375,0.5
0.9910234808921814,0.5
0.995640754699707,0.5
0.9979048371315002,0.5
0.9894019365310669,0.5
0.9950282573699951,0.5
0.11713005602359772,0.5
-0.20275023579597473,0.5
-0.18160764873027802,0.5
-1.0,0.5
-0.6348296403884888,0.5
0.929961621761322,0.5
0.7517353892326355,0.5
0.7599365711212158,0.5
0.8560037016868591,0.5
0.9366483688354492,0.5
0.8336849808692932,0.5
0.8760946393013,0.5
0.8676883578300476,0.5
0.00966318417340517,0.5
-0.007514477241784334,0.5
-0.03652895987033844,0.5
0.02267303876578808,0.5
-0.07212255150079727,0.5
-0.08663719892501831,0.5
0.0,0.5
0.05938172712922096,1.0
0.1718873679637909,1.0
0.29235827922821045,1.0
0.13962768018245697,1.0
0.032914791256189346,1.0
-0.1670488566160202,1.0
-0.07858435064554214,1.0
-0.08206823468208313,1.0
