dim_1,dim_2
-0.998352318524186,0.0
-1.0,0.0
-0.9976243811886616,0.0
-0.9944582477624616,0.0
-0.9967840268598276,0.0
-0.9789440917628535,0.0
-0.9666807764813035,0.0
-0.9752661325002772,0.0
-0.10496694275286124,0.0
0.05491325299107806,0.0
0.026657435307881595,0.0
1.0,0.0
0.6327379207390462,0.0
-0.7977934765179937,0.0
-0.6457759901721797,0.0
-0.6345153491014762,0.0
-0.7270507554802618,0.0
-0.8201256485201702,0.0
-0.6457949699816109,0.0
-0.7498433282383176,0.0
-0.6895510829489858,0.0
-0.0024537132962852387,0.0
0.030577557986484226,0.0
0.07154615294777546,0.0
-0.03949986212644047,0.0
0.06848605804061439,0.0
-0.03247760746607555,0.0
0.0,0.0
-0.998352318524186,0.5
-1.0,0.5
-0.9976243811886616,0.5
-0.9944582477624616,0.5
-0.9967840268598276,0.5
-0.9789440917628535,0.5
-0.9666807764813035,0.5
-0.9752661325002772,0.5
-0.10496694275286124,0.5
0.05491325299107806,0.5
0.026657435307881595,0.5
1.0,0.5
0.6327379207390462,0.5
-0.7977934765179937,0.5
-0.6457759901721797,0.5
-0.6345153491014762,0.5
-0.7270507554802618,0.5
-0.8201256485201702,0.5
-0.6457949699816109,0.5
-0.7498433282383176,0.5
-0.6895510829489858,0.5
-0.0024537132962852387,0.5
0.030577557986484226,0.5
0.07154615294777546,0.5
-0.03949986212644047,0.5
0.06848605804061439,0.5
-0.03247760746607555,0.5
0.0,0.5
-0.0023074781139714833,1.0
-0.17704676508567224,1.0
-0.2267413774700865,1.0
-0.12943387218759703,1.0
0.09527746858179156,1.0
0.20914340600213735,1.0
0.27233899253065813,1.0
0.15895987696762157,1.0
