dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20
-0.035824242329113354,-0.21538827092949536,0.12093645091968593,0.17370329997871903,-0.23531976633268262,-0.08865404455797764,-0.061890758102355725,-0.46568838569772214,0.4065296115290872,-0.15185177685603096,-0.19260007185358424,0.6182376533133617,0.5865038829448007,-0.9821819947386764,0.5890613295723486,-0.5163073963841793,-0.09227647829149116,-0.16639139927875285,-0.12824625301494147,0.0
0.05866408005582386,0.10242223198587344,0.5012364591160537,-0.31324483147096677,0.0015577999333478128,-0.5943922362844558,1.0,-0.03287069456914249,0.08749682600143546,-0.2197911575807352,0.11229949893537088,-0.3194045355612415,-0.6932719190361847,-0.7249387781968256,-0.5227317885614146,-0.3706120932708259,-0.41073244902942013,-0.7294670330932163,0.22389497862254312,0.0
0.025580680333813933,-0.24381276104750643,0.17186503684203783,-0.1808373974579176,0.8073634792730434,-0.1657515494539863,-0.09555808088725529,-0.16725208780602174,-0.05910239231541484,0.12603920316860304,-0.02940605576606445,0.5400812106682178,-0.16516200029400926,-0.406548056243025,-0.709142986492854,0.7499420459073785,-0.6257017975654117,0.7657976493268426,0.12174693308692491,0.0
-0.052459535433011684,-0.056241970873279194,-0.3090727200366468,-0.26014426211208075,0.051760877651609985,-0.39467626624181396,0.29136704106247135,-0.3761010784204925,0.3569596457697259,0.8792095823531487,-0.20365876459332674,-0.9189544613947175,1.0,-0.19186212899112867,-0.25715736083805013,-0.025517205121939737,-0.6226495789720768,0.003306631946009344,-0.7424995494546578,0.0
-0.0370782765857635,-0.20399207978015338,0.1391185454423925,-0.3951354877423737,-0.23194244132015682,0.03590509005065679,-0.11648425544789623,0.3503643263962731,0.3618534278834644,0.05554435950968429,0.015831085685482308,0.5584429420312015,0.5823009934397835,0.8362679632248776,-0.7431957384972685,-0.11436721065588307,0.6773693039680144,-0.3468807776512717,-0.08136194963931792,0.0
0.01177214239139134,0.12029964797507448,0.4410563671403862,-0.47110331331300925,-0.32685692676684097,0.6331223226363283,-0.06450511357455306,-0.3542524750134905,-0.9391371811649326,0.14891299644156386,0.2644035409812981,-0.07669861770858272,-0.2179895097771671,-0.1899869414902451,-0.32710399223853065,-0.8909104874583146,0.7384996108017329,0.7490646588041868,-0.4771676255029573,0.0
-0.022083981757378125,-0.1212086014924577,-0.07668637404560573,0.04944361572647527,-0.04941322962815687,-0.07459409553533061,0.3219852778174622,-0.09055767162565198,0.09497081949291399,-0.2106425804490407,-1.0,-0.3989060067606951,-0.7210826873684155,0.5223785470221338,0.0005620724308839729,-0.20195699279765184,-0.08440788860095268,0.36058988064021863,-0.018363712071805146,0.0
-0.020228223969541857,0.08473478598715035,-0.4924446090836331,-0.7550322610199233,-0.009219583268573231,-0.09245524196137248,-0.17830434337021706,-0.19722157621968037,-0.12981859631786444,-0.5920497158186122,0.40041909539424514,-0.23081668215106932,0.6331425451212519,0.30691578743970604,0.21207405063614357,-0.5066689463857035,-0.6069050142700698,0.2672686664184334,1.0,0.0
-0.8709117680822372,-0.0045051265779756655,-0.19786164877188678,-0.1058702543468549,0.4978949721022775,0.487786619512377,0.6120888291606336,-0.250040208227492,0.228828563987721,0.11022546832208854,0.2687450175236727,0.2806948846514749,-0.4845184377685627,0.3439437219686508,0.36977595462339835,0.08954997776001646,-0.1973238575151249,-0.09845593334300834,-0.33965781380636656,0.0
0.6808802435364887,-0.0008252552185429284,-0.0027321023454110185,-0.057167474690348,0.687097780887053,1.0,0.8891442983782911,-0.20642586687584086,0.5246283602355064,0.05607792245511371,0.3317861427238709,0.04416365480135125,-0.0719054317170455,0.32441493476195077,0.32570289192562396,-0.1140692668254517,-0.17743381489302548,0.20657160745622274,0.022012593745722807,0.0
-1.0,0.014859326142139069,0.016858098335168662,0.007367981356787204,-0.18449171299712525,-0.5784662406980394,-0.27619676888354544,0.03920657821975175,-0.25245238552617194,-0.06946970348531585,-0.1540303033362107,-0.036688386021214096,0.03414539853159041,0.003834268704092941,-0.007462104992175264,0.24703523422084767,-0.010465265354401995,-0.06787092679396353,-0.11336286579303466,0.0
1.0,0.10771849474469514,0.12878516749403754,0.028308722050954357,-0.07408720244794842,-0.06613765706195286,-0.10185731869755801,0.06277050056181681,0.120867296915692,0.12404797732898434,-0.23398620942515622,0.030069932932605396,0.013355634207160936,0.10589959934385819,0.2257416216909486,0.19663266903371387,0.33405855016394514,0.110793538941838,0.11296115021909216,0.0
