dim_1,dim_2,dim_3
-0.8072741031646729,-0.9237062931060791,0.0
-0.8001857995986938,-0.9534245729446411,0.0
-0.785782516002655,-0.9852086305618286,0.0
-0.7724156975746155,-1.0,0.0
-0.7824622392654419,-0.9846839904785156,0.0
-0.8438339829444885,-0.8312585353851318,0.0
-0.8496822118759155,-0.7914617657661438,0.0
-0.846154510974884,-0.8190622329711914,0.0
-0.06286168098449707,-0.23434892296791077,0.0
0.2877795398235321,-0.08337238430976868,0.0
0.3541090488433838,-0.2997194230556488,0.0
1.0,0.16348575055599213,0.0
0.5911919474601746,0.23361237347126007,0.0
-0.8412113189697266,-0.7038220167160034,0.0
-0.6739169359207153,-0.49698686599731445,0.0
-0.6500752568244934,-0.6282436847686768,0.0
-0.7959988117218018,-0.5198445916175842,0.0
-0.787067174911499,-0.8446441888809204,0.0
-1.0,0.012114069424569607,0.0
-0.8486143350601196,-0.543248176574707,0.0
-0.9602015614509583,-0.21366062760353088,0.0
-0.0698447972536087,0.20073071122169495,0.0
0.025903476402163506,-0.02888970822095871,0.0
0.05090242251753807,-0.046633969992399216,0.0
0.0575319305062294,-0.21053148806095123,0.0
0.3021358549594879,-0.5249446034431458,0.0
0.5419873595237732,-0.9807385802268982,0.0
0.0,0.0,0.0
-0.8072741031646729,-0.9237062931060791,0.5
-0.8001857995986938,-0.9534245729446411,0.5
-0.785782516002655,-0.9852086305618286,0.5
-0.7724156975746155,-1.0,0.5
-0.7824622392654419,-0.9846839904785156,0.5
-0.8438339829444885,-0.8312585353851318,0.5
-0.8496822118759155,-0.7914617657661438,0.5
-0.846154510974884,-0.8190622329711914,0.5
-0.06286168098449707,-0.23434892296791077,0.5
0.2877795398235321,-0.08337238430976868,0.5
0.3541090488433838,-0.2997194230556488,0.5
1.0,0.16348575055599213,0.5
0.5911919474601746,0.23361237347126007,0.5
-0.8412113189697266,-0.7038220167160034,0.5
-0.6739169359207153,-0.49698686599731445,0.5
-0.6500752568244934,-0.6282436847686768,0.5
-0.7959988117218018,-0.5198445916175842,0.5
-0.787067174911499,-0.8446441888809204,0.5
-1.0,0.012114069424569607,0.5
-0.8486143350601196,-0.543248176574707,0.5
-0.9602015614509583,-0.21366062760353088,0.5
-0.0698447972536087,0.20073071122169495,0.5
0.025903476402163506,-0.02888970822095871,0.5
0.05090242251753807,-0.046633969992399216,0.5
0.0575319305062294,-0.21053148806095123,0.5
0.3021358549594879,-0.5249446034431458,0.5
0.5419873595237732,-0.9807385802268982,0.5
0.0,0.0,0.5
-0.32436418533325195,0.6788008213043213,1.0
-0.2342912256717682,0.05264053866267204,1.0
-0.46040281653404236,0.342525839805603,1.0
-0.2440560907125473,0.19097276031970978,1.0
-0.2645680010318756,0.5779066681861877,1.0
-0.15398094058036804,0.8164888024330139,1.0
-0.2712089419364929,0.8631716370582581,1.0
-0.2976762056350708,1.0,1.0
