dim_1,dim_2
0.02965625934302807,0.0
-0.07236563414335251,0.0
-0.018167074769735336,0.0
0.028554130345582962,0.0
0.03267710655927658,0.0
0.03124730847775936,0.0
-0.005587443243712187,0.0
0.022169707342982292,0.0
0.9306327700614929,0.0
-0.5520473718643188,0.0
1.0,0.0
-1.0,0.0
0.13410837948322296,0.0
0.11033173650503159,0.0
-0.27469149231910706,0.0
-0.13156498968601227,0.0
0.23165404796600342,0.0
-0.11948668956756592,0.0
0.35109031200408936,0.0
-0.10877137631177902,0.0
-0.05474800243973732,0.0
-0.8545908331871033,0.0
-0.8639267683029175,0.0
0.647517740726471,0.0
0.6899895071983337,0.0
-0.45103558897972107,0.0
0.03295991197228432,0.0
0.0,0.0
0.02965625934302807,0.5
-0.07236563414335251,0.5
-0.018167074769735336,0.5
0.028554130345582962,0.5
0.03267710655927658,0.5
0.03124730847775936,0.5
-0.005587443243712187,0.5
0.022169707342982292,0.5
0.9306327700614929,0.5
-0.5520473718643188,0.5
1.0,0.5
-1.0,0.5
0.13410837948322296,0.5
0.11033173650503159,0.5
-0.27469149231910706,0.5
-0.13156498968601227,0.5
0.23165404796600342,0.5
-0.11948668956756592,0.5
0.35109031200408936,0.5
-0.10877137631177902,0.5
-0.05474800243973732,0.5
-0.8545908331871033,0.5
-0.8639267683029175,0.5
0.647517740726471,0.5
0.6899895071983337,0.5
-0.45103558897972107,0.5
0.03295991197228432,0.5
0.0,0.5
0.014312505722045898,1.0
0.02666017971932888,1.0
-0.02829408086836338,1.0
-0.05365215986967087,1.0
-0.010357878170907497,1.0
0.06775998324155807,1.0
-0.028849123045802116,1.0
0.039175789803266525,1.0
