dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25
-0.04145586585529754,0.20427692257756344,0.12939358073792742,-0.2574114128183149,-0.16438919422971857,-0.04967567857477235,0.008563228208230004,0.3319135069124961,-1.0,-0.09065054100182303,-0.4250181030983106,-0.4598163210666485,0.06833718451082117,0.19634909248890317,-0.912261183390331,0.7611575948439049,0.6298297894925995,0.04937829576166183,0.6519329496317487,0.5011011630773369,-0.3486203894397337,0.43121286070702025,-0.5202235543255325,-0.16778166691268434,0.0
0.05107405828052179,-0.09729297393233925,0.16348904857519866,-0.5274772846859113,0.5815663003099081,-0.8677726324609663,0.7898483936439046,-0.14280333349008378,0.16522888959498616,-0.1125655992321246,-0.6458023974777163,0.0607513048069063,-0.6908767073725982,0.3494051666923844,0.03702514021069555,-0.4578962622246595,0.5487986688598301,-0.6624300790168018,0.2704808925119541,-0.3208868791428029,-0.23561845257205946,0.0033242307221350983,0.2343015488279267,0.39148760411968886,0.0
0.02987390280232931,0.18612281585914162,0.08277249826920167,-0.12157734671069384,0.2574624938328028,-0.8467441920937981,-0.46084784020169184,-0.43103440678651783,0.002930792920740522,-0.04101108815307303,0.45105127630219666,-0.5174586032634121,0.09838205008410117,0.3338061272571798,-0.4263689454557178,-0.46963420378768606,0.5605443111737419,0.7199390938950576,-0.9009054914111378,0.38429985861194527,-0.42916337491045825,0.3592454332614044,-0.053774781446233946,-0.2022553441647805,0.0
-0.041360165168608354,0.044571686447646926,-0.5037780785530187,0.1347647403735125,0.3253924920193733,-0.7465148735863069,0.0008639940214904236,0.6998379984373386,-0.40645265087330235,1.0,0.3273451746401179,0.9879367280294533,0.1774218658978568,0.18891415474697398,-0.08149701673306389,-0.18821134273989099,0.14196286193876564,0.3231056701571922,0.1550290455588575,0.06286714203577971,0.0969405718962358,-0.35085209588469224,0.09027243316460892,1.0,0.0
-0.03913046920247377,0.20730776423575248,-0.006399558604927465,-0.31731761827040583,0.5354999351129996,0.3975323571483011,-0.18929377017768206,0.46242525945309454,0.21731962572682964,-0.011179637423017872,-0.2626223894468385,-0.7657352361213734,0.8106484436692486,0.7684903498255096,0.08009091445709468,-0.7351155326966003,-0.46092146157903224,-0.42382917955551913,0.3609974939974931,0.5235884012868854,-0.19148607214904514,-0.22493113178918547,-0.41481489928724197,0.5648360832238356,0.0
0.0021820745232720563,-0.08060053464108397,0.1781742170606824,-0.2887782715646636,0.7690884905813201,0.7329186958353263,0.36971901862474404,-1.0,-0.5489583332193422,0.22705580490358,0.5037514539560929,0.197011606692136,-0.17228681950918057,0.7920974343363472,0.1337515971611278,0.4897376175154946,-0.41162224279036547,0.5349009894650236,0.05773904939125031,-0.4488512687062863,-0.18607533086265632,0.08575685133929001,0.22814589968207605,-0.024847678876160347,0.0
-0.014983336764235789,0.15221357741824082,-0.051332090127600156,0.15026199081710118,-0.0987712292992767,-0.3728906581996249,0.6576032506430788,0.5997463337156157,-0.13383363501440732,-0.6179917565105879,0.9892843828215289,-0.2758116735135709,-0.001888759963878002,0.18181170233620741,0.9349077411533635,0.23477938109975227,-0.018952269913171654,0.17594395469195812,-0.16899975854122118,0.9104239556903289,-0.25432167069184086,0.23744594523570722,-0.8850488836699182,0.39502701581071237,0.0
-0.009493685781634903,-0.07500361400053297,-1.0,0.18418482492105268,0.6646661495052582,0.16166521542396498,-0.1560719444251971,-0.37837847114501205,-0.28021571384359634,-0.6530786615504653,-0.8108255672393684,0.45865641147753206,0.43771142738897373,0.09312597635000643,0.12798512160000555,0.42995542604134535,0.4729432743226346,-0.7384847760043379,-0.4676273357943151,-0.05625052414838281,0.17818273458098355,-0.3768668127091307,0.07503045392359464,-0.02212628096631583,0.0
-0.8126929907223271,0.013271983698049676,-0.08614024541403988,0.6573462872140178,0.4129712426490025,-0.3947942191549656,0.05327076371996467,-0.2292053830809594,-0.2171345769810495,0.3229314349583409,-0.19996876760045326,-0.9326236300968467,0.15512178574658525,-0.24440564826485636,0.5193836179084056,-0.06411951507131328,0.29136696722215544,0.4442437250165188,0.440686518599079,-0.009220489885493942,0.01881092754350437,-0.25337407387944205,0.2243441832088575,0.18851585754712744,0.0
0.7109375881362062,-0.014507992867608604,0.5093020894610041,1.0,0.6760443827909286,-0.32284099764599555,0.04431864718502958,-0.09600433171898778,-0.19390266656088564,0.25930068607364876,-0.44267311988146407,-0.43708998276365346,0.2668973593354331,-0.0885833861633103,0.4743421388857904,0.1980931880252481,0.22105653607423673,0.21907458445363145,0.05925242197517569,0.28069591100005475,0.35535810604346374,0.6887064022907253,0.22280064666127394,0.6856001222300749,0.0
