dim_1,dim_2
-0.31543603802378545,0.0
-0.3164024001375858,0.0
-0.31778997527299835,0.0
-0.3186978162158019,0.0
-0.318092049071714,0.0
-0.30761363478742204,0.0
-0.30669168582646056,0.0
-0.3072831116590608,0.0
-0.22601700609564182,0.0
-1.0,0.0
-0.6248916499045974,0.0
-0.4533822228728869,0.0
-0.8834221084597922,0.0
-0.37418366037882694,0.0
-0.6365712300047831,0.0
-0.5008252015856637,0.0
-0.5005789287326878,0.0
-0.4056765080980327,0.0
-0.19566469667233696,0.0
-0.3435009597831813,0.0
-0.2427778623495435,0.0
1.0,0.0
0.21289811326675206,0.0
0.2203412967448945,0.0
0.1185252395885021,0.0
0.5139274083352808,0.0
0.41866619825911244,0.0
0.0,0.0
-0.31543603802378545,0.5
-0.3164024001375858,0.5
-0.31778997527299835,0.5
-0.3186978162158019,0.5
-0.318092049071714,0.5
-0.30761363478742204,0.5
-0.30669168582646056,0.5
-0.3072831116590608,0.5
-0.22601700609564182,0.5
-1.0,0.5
-0.6248916499045974,0.5
-0.4533822228728869,0.5
-0.8834221084597922,0.5
-0.37418366037882694,0.5
-0.6365712300047831,0.5
-0.5008252015856637,0.5
-0.5005789287326878,0.5
-0.4056765080980327,0.5
-0.19566469667233696,0.5
-0.3435009597831813,0.5
-0.2427778623495435,0.5
1.0,0.5
0.21289811326675206,0.5
0.2203412967448945,0.5
0.1185252395885021,0.5
0.5139274083352808,0.5
0.41866619825911244,0.5
0.0,0.5
0.40616453559304866,1.0
0.2875467776747114,1.0
0.29644363737620283,1.0
0.3785088358840494,1.0
0.3015970458499037,1.0
0.3769167795477974,1.0
0.20471184907107398,1.0
0.3890071656317905,1.0
