dim_1,dim_2
-0.9959920048713684,0.0
-1.0,0.0
-0.9985634684562683,0.0
-0.9924877285957336,0.0
-0.9951803684234619,0.0
-0.9939236640930176,0.0
-0.9853659868240356,0.0
-0.9921669960021973,0.0
-0.12005642801523209,0.0
0.21390807628631592,0.0
0.20316950976848602,0.0
1.0,0.0
0.6346048712730408,0.0
-0.9750235676765442,0.0
-0.7686554193496704,0.0
-0.7759849429130554,0.0
-0.8797311782836914,0.0
-0.9551181793212891,0.0
-0.8821039199829102,0.0
-0.9043452739715576,0.0
-0.9180209636688232,0.0
-0.013401268981397152,0.0
0.014347711578011513,0.0
0.03522944077849388,0.0
-0.012147319503128529,0.0
0.08818042278289795,0.0
0.1450176239013672,0.0
0.0,0.0
-0.9959920048713684,0.5
-1.0,0.5
-0.9985634684562683,0.5
-0.9924877285957336,0.5
-0.9951803684234619,0.5
-0.9939236640930176,0.5
-0.9853659868240356,0.5
-0.9921669960021973,0.5
-0.12005642801523209,0.5
0.21390807628631592,0.5
0.20316950976848602,0.5
1.0,0.5
0.6346048712730408,0.5
-0.9750235676765442,0.5
-0.7686554193496704,0.5
-0.7759849429130554,0.5
-0.8797311782836914,0.5
-0.9551181793212891,0.5
-0.8821039199829102,0.5
-0.9043452739715576,0.5
-0.9180209636688232,0.5
-0.013401268981397152,0.5
0.014347711578011513,0.5
0.03522944077849388,0.5
-0.012147319503128529,0.5
0.08818042278289795,0.5
0.1450176239013672,0.5
0.0,0.5
-0.10744762420654297,1.0
-0.19869700074195862,1.0
-0.3309032917022705,1.0
-0.16060322523117065,1.0
-0.08610491454601288,1.0
0.1775946021080017,1.0
0.06508190929889679,1.0
0.07455648481845856,1.0
