dim_1,dim_2
0.2724609971046448,0.0
-0.6470152735710144,0.0
1.0,0.0
-1.0,0.0
-0.04010797664523125,0.0
-0.520129919052124,0.0
0.5696552395820618,0.0
-0.6742608547210693,0.0
2.9008635465288535e-05,0.0
2.7017997126677074e-05,0.0
-7.307844498427585e-05,0.0
-8.865573181537911e-05,0.0
7.252569776028395e-05,0.0
0.00011422022362239659,0.0
1.4657389328931458e-05,0.0
-0.00020032000611536205,0.0
2.0286413928261027e-05,0.0
0.00028168538119643927,0.0
3.2510988603462465e-06,0.0
-9.721319656819105e-05,0.0
-1.8654269297257997e-05,0.0
3.6704718695546035e-06,0.0
-1.452001106372336e-05,0.0
8.805734069028404e-06,0.0
-7.385155186057091e-06,0.0
-3.6391989851836115e-05,0.0
4.6092849515844136e-05,0.0
0.0,0.0
0.2724609971046448,0.5
-0.6470152735710144,0.5
1.0,0.5
-1.0,0.5
-0.04010797664523125,0.5
-0.520129919052124,0.5
0.5696552395820618,0.5
-0.6742608547210693,0.5
2.9008635465288535e-05,0.5
2.7017997126677074e-05,0.5
-7.307844498427585e-05,0.5
-8.865573181537911e-05,0.5
7.252569776028395e-05,0.5
0.00011422022362239659,0.5
1.4657389328931458e-05,0.5
-0.00020032000611536205,0.5
2.0286413928261027e-05,0.5
0.00028168538119643927,0.5
3.2510988603462465e-06,0.5
-9.721319656819105e-05,0.5
-1.8654269297257997e-05,0.5
3.6704718695546035e-06,0.5
-1.452001106372336e-05,0.5
8.805734069028404e-06,0.5
-7.385155186057091e-06,0.5
-3.6391989851836115e-05,0.5
4.6092849515844136e-05,0.5
0.0,0.5
-8.029944001464173e-05,1.0
-4.260247078491375e-05,1.0
2.72322358796373e-05,1.0
6.255583139136434e-05,1.0
-4.001134948339313e-05,1.0
-4.762517710332759e-05,1.0
8.013436854525935e-06,1.0
-6.0705362557200715e-05,1.0
