dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20
-0.024033518508076668,-0.1616908758878708,0.5858302712440491,0.35769984126091003,1.0,0.019864730536937714,-0.2535627484321594,0.03366938233375549,1.0,0.5677400827407837,-0.32640281319618225,-0.019241362810134888,0.04844903200864792,-0.07789064198732376,-0.20487447082996368,-0.6317446231842041,-0.14501401782035828,-0.05277899280190468,0.0762222483754158,0.0
0.02189662493765354,-0.3128470778465271,0.7286574840545654,0.3277159035205841,-1.0,-0.049655795097351074,0.5446533560752869,-0.2483547478914261,0.04633760452270508,0.5140156745910645,0.017621366307139397,0.38272321224212646,0.4901511073112488,-0.4178595244884491,0.45450469851493835,-0.19235287606716156,0.23183971643447876,-0.012315232306718826,-0.11098994314670563,0.0
0.0029936146456748247,0.0005286161904223263,0.4090426564216614,0.28128355741500854,0.3781350255012512,0.04151705279946327,0.5449035167694092,-0.21107305586338043,-0.08329024910926819,-0.9630551934242249,-0.0648028776049614,0.24610774219036102,0.2907276153564453,-0.07880894094705582,0.2933882772922516,0.32878366112709045,-1.0,0.042847808450460434,0.03904097527265549,0.0
-0.047833479940891266,-0.1756601780653,-0.5590454936027527,0.4689687192440033,0.2755856215953827,-0.026986170560121536,0.5587666630744934,1.0,-0.030394816771149635,0.41489699482917786,0.5449521541595459,0.21845875680446625,-0.32998019456863403,-0.2610112726688385,-0.5196654200553894,0.8549723625183105,-0.19786575436592102,-0.02447463385760784,0.0647851973772049,0.0
-0.010475185699760914,0.10224650055170059,0.8406463265419006,0.5873813033103943,-0.27670249342918396,0.03690287470817566,-0.7539622783660889,0.922206699848175,-0.007964268326759338,-0.7555864453315735,-0.28584808111190796,0.5683848261833191,-0.2453891783952713,0.8041876554489136,0.0029993602074682713,-0.06637954711914062,0.06805697828531265,-0.08005618304014206,0.05635213479399681,0.0
-0.0395524688065052,0.07991865277290344,-0.3595300018787384,0.6221190094947815,-0.9012996554374695,0.03543206676840782,0.45925435423851013,-0.39470040798187256,0.33596327900886536,0.04678325727581978,-0.6263951659202576,-0.1653384417295456,-1.0,0.20391392707824707,0.34856903553009033,-1.0,-0.13163024187088013,0.011930013075470924,-0.07709039747714996,0.0
0.0004959359066560864,-1.0,-0.05988810583949089,-0.002088650595396757,0.6480070352554321,0.01815877854824066,0.02225569263100624,0.1403583437204361,-0.32809343934059143,-0.7578568458557129,0.2813885509967804,-0.09920935332775116,-0.01703455112874508,0.10713165998458862,0.4422333538532257,-0.6542967557907104,0.257735937833786,-0.0030931781511753798,0.07175659388303757,0.0
-0.0683714747428894,0.17010217905044556,-0.9085968732833862,0.6001766920089722,0.42492160201072693,-9.957696602214128e-05,-0.907921314239502,-0.5096726417541504,0.10271066427230835,-0.051628660410642624,-0.40366193652153015,0.27010083198547363,0.01623033918440342,-0.37443724274635315,0.4280044436454773,0.7546631097793579,0.18653741478919983,-0.006400338374078274,-0.0583316870033741,0.0
-0.41184163093566895,0.005772227421402931,-0.1072159856557846,-0.0075861313380301,0.04997545853257179,-1.0,0.07178506255149841,0.03227043151855469,-0.07349416613578796,-0.00971574429422617,-0.2600412666797638,0.012902204878628254,0.004943017847836018,0.06809312105178833,0.049881402403116226,-0.0019595755729824305,0.009409751743078232,0.17350979149341583,1.0,0.0
-0.020810876041650772,-0.03439444303512573,0.057524800300598145,0.057632558047771454,-0.08109861612319946,0.2802906036376953,0.025733347982168198,-0.017467090860009193,-0.01896190270781517,0.013038940727710724,0.019264353439211845,2.2470267140306532e-05,-0.009679164737462997,0.012465755455195904,-0.011032678186893463,-0.03868311271071434,0.003632667940109968,1.0,-0.20518963038921356,0.0
