dim_1,dim_2,dim_3
0.029656006023287773,0.22668440639972687,0.0
-0.0723656415939331,-0.287200391292572,0.0
-0.018167363479733467,0.24360916018486023,0.0
0.028554437682032585,0.09776123613119125,0.0
0.032677095383405685,0.2445802092552185,0.0
0.031247317790985107,-0.1999439150094986,0.0
-0.005587490275502205,0.14941149950027466,0.0
0.022169670090079308,-0.035824794322252274,0.0
0.930632472038269,0.023783564567565918,0.0
-0.5520474910736084,-0.05877816677093506,0.0
1.0,0.011009013280272484,0.0
-1.0,-0.17428182065486908,0.0
0.13410793244838715,0.3433523178100586,0.0
0.11033172160387039,-0.21025313436985016,0.0
-0.27469107508659363,-0.09526006877422333,0.0
-0.13156482577323914,-0.08255302160978317,0.0
0.23165388405323029,0.08345431834459305,0.0
-0.11948642134666443,-0.5548164248466492,0.0
0.3510901927947998,-0.0032001379877328873,0.0
-0.10877139866352081,-0.29564496874809265,0.0
-0.0547480471432209,-0.07574361562728882,0.0
-0.8545911312103271,0.10119643807411194,0.0
-0.8639271259307861,0.03638755902647972,0.0
0.6475175619125366,-0.16245493292808533,0.0
0.6899896264076233,-0.5176355242729187,0.0
-0.45103543996810913,-0.15071524679660797,0.0
0.03295973315834999,1.0,0.0
0.0,0.0,0.0
0.029656006023287773,0.22668440639972687,0.5
-0.0723656415939331,-0.287200391292572,0.5
-0.018167363479733467,0.24360916018486023,0.5
0.028554437682032585,0.09776123613119125,0.5
0.032677095383405685,0.2445802092552185,0.5
0.031247317790985107,-0.1999439150094986,0.5
-0.005587490275502205,0.14941149950027466,0.5
0.022169670090079308,-0.035824794322252274,0.5
0.930632472038269,0.023783564567565918,0.5
-0.5520474910736084,-0.05877816677093506,0.5
1.0,0.011009013280272484,0.5
-1.0,-0.17428182065486908,0.5
0.13410793244838715,0.3433523178100586,0.5
0.11033172160387039,-0.21025313436985016,0.5
-0.27469107508659363,-0.09526006877422333,0.5
-0.13156482577323914,-0.08255302160978317,0.5
0.23165388405323029,0.08345431834459305,0.5
-0.11948642134666443,-0.5548164248466492,0.5
0.3510901927947998,-0.0032001379877328873,0.5
-0.10877139866352081,-0.29564496874809265,0.5
-0.0547480471432209,-0.07574361562728882,0.5
-0.8545911312103271,0.10119643807411194,0.5
-0.8639271259307861,0.03638755902647972,0.5
0.6475175619125366,-0.16245493292808533,0.5
0.6899896264076233,-0.5176355242729187,0.5
-0.45103543996810913,-0.15071524679660797,0.5
0.03295973315834999,1.0,0.5
0.0,0.0,0.5
0.014312542974948883,-0.7593375444412231,1.0
0.026659997180104256,-0.2840954661369324,1.0
-0.028293879702687263,-0.7641512155532837,1.0
-0.0536523200571537,0.2229856550693512,1.0
-0.010357700288295746,-1.0,1.0
0.0677599087357521,-0.03288674354553223,1.0
-0.028849031776189804,-0.802249014377594,1.0
0.03917553275823593,0.1993270218372345,1.0
