dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
0.1420021951198578,-0.09414006024599075,-0.522141695022583,0.16946803033351898,-0.11304233968257904,-0.15511052310466766,-0.04054290056228638,0.02327604591846466,0.31637316942214966,0.0
0.135598286986351,-0.05143657326698303,-0.4842647910118103,0.15504254400730133,-0.1279713660478592,-0.1806616485118866,-0.014506218023598194,-0.01904510147869587,0.32346832752227783,0.0
0.12357570976018906,0.0014049678575247526,-0.4527549147605896,0.13818959891796112,-0.1437492072582245,-0.21206197142601013,0.016967903822660446,-0.06864332407712936,0.3320784270763397,0.0
0.10849142074584961,0.014888601377606392,-0.4631834626197815,0.13261769711971283,-0.145943745970726,-0.23630556464195251,0.03464404493570328,-0.09373834729194641,0.33734792470932007,0.0
0.12706418335437775,0.0038634396623820066,-0.4635184705257416,0.1387762427330017,-0.14691849052906036,-0.18495891988277435,0.025858676061034203,-0.08354216814041138,0.34485217928886414,0.0
0.2185598760843277,-0.22836312651634216,-0.4461126923561096,0.16797570884227753,-0.13990481197834015,-0.012537493370473385,-0.11713672429323196,0.12998685240745544,0.27865153551101685,0.0
0.2319774627685547,-0.2779861092567444,-0.44884616136550903,0.17020010948181152,-0.14124158024787903,0.004806302022188902,-0.1483665108680725,0.18153320252895355,0.25508812069892883,0.0
0.21624457836151123,-0.24857236444950104,-0.45010682940483093,0.16940365731716156,-0.13513533771038055,-0.029550572857260704,-0.13298244774341583,0.15770520269870758,0.2617112696170807,0.0
0.5114617943763733,0.49560508131980896,0.1492711752653122,0.12300006300210953,0.28366386890411377,-0.6496938467025757,0.3042148947715759,1.0,0.29190242290496826,0.0
-0.15607699751853943,0.10580825805664062,0.031252406537532806,1.0,-1.0,3.98237316403538e-05,0.039394646883010864,-0.03953738883137703,0.5091772675514221,0.0
-0.003427388845011592,-0.5768719911575317,0.27058839797973633,0.43801599740982056,0.23738376796245575,-0.2536620795726776,-0.20166991651058197,-1.0,0.1887648105621338,0.0
0.2737056612968445,-0.3070499002933502,-0.31643977761268616,0.11869486421346664,0.17752598226070404,-0.09547722339630127,-0.12236358970403671,-0.08858451247215271,-0.5492628216743469,0.0
-0.059023696929216385,-0.4453780949115753,0.13233529031276703,-0.031122229993343353,0.5327309370040894,-0.07227519899606705,0.06899408251047134,-0.6538713574409485,0.13723264634609222,0.0
-0.11464397609233856,0.026471463963389397,0.21289855241775513,-0.349826842546463,-0.03941118344664574,-0.7257801294326782,-0.03620341420173645,-0.08152488619089127,0.14978356659412384,0.0
-0.20554667711257935,0.20123374462127686,0.08760207146406174,-0.5193787813186646,0.01322967279702425,0.09712360054254532,0.43246519565582275,-0.6861718893051147,0.748126745223999,0.0
-0.043817829340696335,0.07317924499511719,0.2077193707227707,-1.0,0.07387198507785797,-0.074432373046875,0.27529647946357727,-0.6179795265197754,0.3687434792518616,0.0
-0.11211545020341873,0.19823560118675232,0.076272152364254,-0.8201348185539246,0.1394113153219223,0.03811029717326164,0.26518332958221436,-0.4831348657608032,0.5922892689704895,0.0
0.32160279154777527,0.003452341305091977,0.24059709906578064,-0.29556453227996826,0.056619707494974136,-0.3148239850997925,-0.07267523556947708,-0.05085733160376549,0.1751343309879303,0.0
-0.05287592485547066,-0.5026834607124329,0.06945708394050598,-0.4023885428905487,-0.2645232379436493,0.14731790125370026,-0.28185588121414185,0.24525709450244904,0.1451718956232071,0.0
0.4018223285675049,-0.7400219440460205,0.08134488016366959,-0.16607607901096344,-0.17597004771232605,-0.1998162567615509,-0.42757779359817505,0.4503028988838196,-0.3407272398471832,0.0
-0.08099188655614853,-0.4925169050693512,0.1576407253742218,-0.14250747859477997,-0.46597275137901306,-0.0772700235247612,-0.25379034876823425,0.22966358065605164,0.07481125742197037,0.0
-0.5105924010276794,1.0,0.1358252614736557,0.17710576951503754,0.10301642119884491,-0.42325833439826965,0.470558762550354,-0.11295423656702042,1.0,0.0
0.9539301991462708,0.5279796719551086,1.0,0.27571728825569153,0.006434651091694832,0.017371924594044685,-0.42215144634246826,-0.09882783144712448,0.2128472477197647,0.0
-0.06517395377159119,-0.8943383693695068,0.23049023747444153,0.14334754645824432,0.3563632667064667,-0.1797395646572113,1.0,0.21354974806308746,0.6963870525360107,0.0
0.23929333686828613,0.5694025754928589,-0.345883846282959,-0.5766892433166504,-0.015915604308247566,-0.6715143918991089,-1.0,-0.05906619131565094,-1.0,0.0
0.14904268085956573,-1.0,0.2749086022377014,0.0664772167801857,-0.6879972219467163,-0.738464891910553,0.19165019690990448,-0.06336665898561478,-0.6065041422843933,0.0
1.0,0.19605711102485657,-1.0,-0.14798255264759064,0.10394904762506485,-0.027933578938245773,0.15756310522556305,0.11135628074407578,-0.3814248740673065,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1420021951198578,-0.09414006024599075,-0.522141695022583,0.16946803033351898,-0.11304233968257904,-0.15511052310466766,-0.04054290056228638,0.02327604591846466,0.31637316942214966,0.5
0.135598286986351,-0.05143657326698303,-0.4842647910118103,0.15504254400730133,-0.1279713660478592,-0.1806616485118866,-0.014506218023598194,-0.01904510147869587,0.32346832752227783,0.5
0.12357570976018906,0.0014049678575247526,-0.4527549147605896,0.13818959891796112,-0.1437492072582245,-0.21206197142601013,0.016967903822660446,-0.06864332407712936,0.3320784270763397,0.5
0.10849142074584961,0.014888601377606392,-0.4631834626197815,0.13261769711971283,-0.145943745970726,-0.23630556464195251,0.03464404493570328,-0.09373834729194641,0.33734792470932007,0.5
0.12706418335437775,0.0038634396623820066,-0.4635184705257416,0.1387762427330017,-0.14691849052906036,-0.18495891988277435,0.025858676061034203,-0.08354216814041138,0.34485217928886414,0.5
0.2185598760843277,-0.22836312651634216,-0.4461126923561096,0.16797570884227753,-0.13990481197834015,-0.012537493370473385,-0.11713672429323196,0.12998685240745544,0.27865153551101685,0.5
0.2319774627685547,-0.2779861092567444,-0.44884616136550903,0.17020010948181152,-0.14124158024787903,0.004806302022188902,-0.1483665108680725,0.18153320252895355,0.25508812069892883,0.5
0.21624457836151123,-0.24857236444950104,-0.45010682940483093,0.16940365731716156,-0.13513533771038055,-0.029550572857260704,-0.13298244774341583,0.15770520269870758,0.2617112696170807,0.5
0.5114617943763733,0.49560508131980896,0.1492711752653122,0.12300006300210953,0.28366386890411377,-0.6496938467025757,0.3042148947715759,1.0,0.29190242290496826,0.5
-0.15607699751853943,0.10580825805664062,0.031252406537532806,1.0,-1.0,3.98237316403538e-05,0.039394646883010864,-0.03953738883137703,0.5091772675514221,0.5
-0.003427388845011592,-0.5768719911575317,0.27058839797973633,0.43801599740982056,0.23738376796245575,-0.2536620795726776,-0.20166991651058197,-1.0,0.1887648105621338,0.5
0.2737056612968445,-0.3070499002933502,-0.31643977761268616,0.11869486421346664,0.17752598226070404,-0.09547722339630127,-0.12236358970403671,-0.08858451247215271,-0.5492628216743469,0.5
-0.059023696929216385,-0.4453780949115753,0.13233529031276703,-0.031122229993343353,0.5327309370040894,-0.07227519899606705,0.06899408251047134,-0.6538713574409485,0.13723264634609222,0.5
-0.11464397609233856,0.026471463963389397,0.21289855241775513,-0.349826842546463,-0.03941118344664574,-0.7257801294326782,-0.03620341420173645,-0.08152488619089127,0.14978356659412384,0.5
-0.20554667711257935,0.20123374462127686,0.08760207146406174,-0.5193787813186646,0.01322967279702425,0.09712360054254532,0.43246519565582275,-0.6861718893051147,0.748126745223999,0.5
-0.043817829340696335,0.07317924499511719,0.2077193707227707,-1.0,0.07387198507785797,-0.074432373046875,0.27529647946357727,-0.6179795265197754,0.3687434792518616,0.5
-0.11211545020341873,0.19823560118675232,0.076272152364254,-0.8201348185539246,0.1394113153219223,0.03811029717326164,0.26518332958221436,-0.4831348657608032,0.5922892689704895,0.5
0.32160279154777527,0.003452341305091977,0.24059709906578064,-0.29556453227996826,0.056619707494974136,-0.3148239850997925,-0.07267523556947708,-0.05085733160376549,0.1751343309879303,0.5
-0.05287592485547066,-0.5026834607124329,0.06945708394050598,-0.4023885428905487,-0.2645232379436493,0.14731790125370026,-0.28185588121414185,0.24525709450244904,0.1451718956232071,0.5
0.4018223285675049,-0.7400219440460205,0.08134488016366959,-0.16607607901096344,-0.17597004771232605,-0.1998162567615509,-0.42757779359817505,0.4503028988838196,-0.3407272398471832,0.5
-0.08099188655614853,-0.4925169050693512,0.1576407253742218,-0.14250747859477997,-0.46597275137901306,-0.0772700235247612,-0.25379034876823425,0.22966358065605164,0.07481125742197037,0.5
-0.5105924010276794,1.0,0.1358252614736557,0.17710576951503754,0.10301642119884491,-0.42325833439826965,0.470558762550354,-0.11295423656702042,1.0,0.5
0.9539301991462708,0.5279796719551086,1.0,0.27571728825569153,0.006434651091694832,0.017371924594044685,-0.42215144634246826,-0.09882783144712448,0.2128472477197647,0.5
-0.06517395377159119,-0.8943383693695068,0.23049023747444153,0.14334754645824432,0.3563632667064667,-0.1797395646572113,1.0,0.21354974806308746,0.6963870525360107,0.5
0.23929333686828613,0.5694025754928589,-0.345883846282959,-0.5766892433166504,-0.015915604308247566,-0.6715143918991089,-1.0,-0.05906619131565094,-1.0,0.5
0.14904268085956573,-1.0,0.2749086022377014,0.0664772167801857,-0.6879972219467163,-0.738464891910553,0.19165019690990448,-0.06336665898561478,-0.6065041422843933,0.5
1.0,0.19605711102485657,-1.0,-0.14798255264759064,0.10394904762506485,-0.027933578938245773,0.15756310522556305,0.11135628074407578,-0.3814248740673065,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
-1.0,-0.19750723242759705,-0.9562114477157593,0.037365321069955826,-0.531862735748291,-0.5016345381736755,0.018101926892995834,0.257656067609787,0.08462969958782196,1.0
0.15820597112178802,-0.38726046681404114,0.13982805609703064,-0.6452206373214722,0.924537181854248,-0.858140766620636,-0.434471070766449,-0.08292076736688614,-0.1840989738702774,1.0
-0.6677156686782837,0.1076650321483612,-0.4233194589614868,0.029670966789126396,0.10832510143518448,-0.21226850152015686,-0.15823616087436676,-0.08548952639102936,0.36548054218292236,1.0
