dim_1,dim_2,dim_3
-0.9133040904998779,-0.003162579145282507,0.0
-0.9484789371490479,-0.04733845591545105,0.0
-0.9858531355857849,-0.10139637440443039,0.0
-1.0,-0.12906043231487274,0.0
-0.9894483685493469,-0.10884889960289001,0.0
-0.8428177833557129,0.11521078646183014,0.0
-0.8049474954605103,0.16536009311676025,0.0
-0.8271700143814087,0.13690133392810822,0.0
-0.10959568619728088,-0.0034927083179354668,0.0
0.262419193983078,0.06574767827987671,0.0
-0.01503679808229208,-0.18244631588459015,0.0
0.6562643051147461,-0.3043484091758728,0.0
0.6574440002441406,0.027021119371056557,0.0
-0.8144241571426392,0.059066154062747955,0.0
-0.7753124833106995,-0.12084172666072845,0.0
-0.8834494352340698,-0.2585519552230835,0.0
-0.7683234810829163,0.02326500229537487,0.0
-0.9003612399101257,-0.06071757152676582,0.0
-0.3068172335624695,0.7581961750984192,0.0
-0.6600552797317505,0.23424185812473297,0.0
-0.4738742411136627,0.5316370129585266,0.0
0.29566115140914917,0.3367086946964264,0.0
-0.04514831304550171,-0.06847506761550903,0.0
-0.0364779531955719,-0.08247227966785431,0.0
-0.08935855329036713,-0.09391846507787704,0.0
-0.466621071100235,-0.7027694582939148,0.0
-0.6743898987770081,-1.0,0.0
0.0,0.0,0.0
-0.9133040904998779,-0.003162579145282507,0.5
-0.9484789371490479,-0.04733845591545105,0.5
-0.9858531355857849,-0.10139637440443039,0.5
-1.0,-0.12906043231487274,0.5
-0.9894483685493469,-0.10884889960289001,0.5
-0.8428177833557129,0.11521078646183014,0.5
-0.8049474954605103,0.16536009311676025,0.5
-0.8271700143814087,0.13690133392810822,0.5
-0.10959568619728088,-0.0034927083179354668,0.5
0.262419193983078,0.06574767827987671,0.5
-0.01503679808229208,-0.18244631588459015,0.5
0.6562643051147461,-0.3043484091758728,0.5
0.6574440002441406,0.027021119371056557,0.5
-0.8144241571426392,0.059066154062747955,0.5
-0.7753124833106995,-0.12084172666072845,0.5
-0.8834494352340698,-0.2585519552230835,0.5
-0.7683234810829163,0.02326500229537487,0.5
-0.9003612399101257,-0.06071757152676582,0.5
-0.3068172335624695,0.7581961750984192,0.5
-0.6600552797317505,0.23424185812473297,0.5
-0.4738742411136627,0.5316370129585266,0.5
0.29566115140914917,0.3367086946964264,0.5
-0.04514831304550171,-0.06847506761550903,0.5
-0.0364779531955719,-0.08247227966785431,0.5
-0.08935855329036713,-0.09391846507787704,0.5
-0.466621071100235,-0.7027694582939148,0.5
-0.6743898987770081,-1.0,0.5
0.0,0.0,0.5
0.7852501273155212,0.94560706615448,1.0
0.30315136909484863,0.5918715596199036,1.0
0.5067034959793091,0.9969850182533264,1.0
0.497604101896286,0.7545247077941895,1.0
0.7219736576080322,0.8363955020904541,1.0
0.9518600106239319,0.8553428053855896,1.0
0.7803866863250732,0.7646071314811707,1.0
1.0,1.0,1.0
