dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
-0.31543603802378545,-0.0861304609542245,-0.13393933076887954,-0.17035139890040554,0.07215404179194912,0.0
-0.3164024001375862,-0.08725917520637953,-0.1320642144828686,-0.17485439931944502,0.06794195465425094,0.0
-0.31778997527299835,-0.08888584728714305,-0.12936077633938872,-0.18139670061640656,0.06188261862606806,0.0
-0.31869781621580195,-0.08940697545554091,-0.12913605890430274,-0.1823519261477005,0.06208982757214048,0.0
-0.318092049071714,-0.08869067721913562,-0.12894671211783038,-0.18177102510291296,0.061487899238738396,0.0
-0.30761363478742204,-0.07910918390950807,-0.15098736664045753,-0.1360905007813929,0.09833943250508731,0.0
-0.30669168582646056,-0.07919950802610684,-0.15222151767319725,-0.13238864245749743,0.10125513931006941,0.0
-0.3072831116590608,-0.07902769214529091,-0.15156295654610225,-0.13457188381449156,0.09918742426477464,0.0
-0.2260170060956418,0.7798314899390959,-0.9413033775371134,0.12639542570062606,-1.0,0.0
-1.0,0.0908741813054238,0.2240742518108241,0.2906968946158955,0.4644265131621726,0.0
-0.6248916499045973,0.6030851518232416,0.11667051331297153,1.0,-0.2016357083300485,0.0
-0.4533822228728869,-0.1345974094116244,0.11356679251971073,0.472246295568856,-0.31545409565424337,0.0
-0.8834221084597922,-0.19917485553666914,0.04473927923284598,0.22212256723242035,0.3612643146019416,0.0
-0.374183660378827,-0.1345218554829267,-0.008980761289321815,-0.15069979050267637,-0.016713632317696393,0.0
-0.6365712300047832,-0.04441043740488074,0.1263688958664045,-0.36193525091926626,0.007253498785188507,0.0
-0.5008252015856637,0.022703033130902214,0.10050499832364693,-0.5063833416945704,-0.06191537640091305,0.0
-0.5005789287326878,0.021825907767612986,0.1637900938107336,-0.15821308516208296,-0.12055589807287644,0.0
-0.4056765080980328,-0.12557318003121926,-0.08833521862620183,-0.2633252452554837,-0.10519193428526301,0.0
-0.19566469667233696,-0.22811386689142313,0.001037098094680235,0.22874711691749056,0.26964510881231096,0.0
-0.3435009597831813,-0.2208155185653306,-0.1618959393494064,0.05693168690761484,0.34122444293070225,0.0
-0.2427778623495435,-0.27052081524755334,-0.0569982018933644,0.20416847494491758,0.23434797510007718,0.0
1.0,0.46644392890902303,-0.29355062996213216,0.3906450592267077,-0.18506631784104907,0.0
0.21289811326675195,-0.7045997392301174,-1.0,-0.4246909911739059,-0.9412631053125291,0.0
0.22034129674489458,1.0,0.3487659731216866,-0.5486718657798717,-0.26108258175185906,0.0
0.11852523958850218,0.1437981659049228,1.0,0.49421529928519936,-0.9691756481572975,0.0
0.5139274083352808,0.1351139788091003,0.3857345613530208,-0.03897790177795754,0.8651797394407096,0.0
0.41866619825911244,-0.7943243821748663,0.13136057949237326,0.44104230591049454,-0.04690234991697507,0.0
0.0,0.0,0.0,0.0,0.0,0.0
-0.31543603802378545,-0.0861304609542245,-0.13393933076887954,-0.17035139890040554,0.07215404179194912,0.5
-0.3164024001375862,-0.08725917520637953,-0.1320642144828686,-0.17485439931944502,0.06794195465425094,0.5
-0.31778997527299835,-0.08888584728714305,-0.12936077633938872,-0.18139670061640656,0.06188261862606806,0.5
-0.31869781621580195,-0.08940697545554091,-0.12913605890430274,-0.1823519261477005,0.06208982757214048,0.5
-0.318092049071714,-0.08869067721913562,-0.12894671211783038,-0.18177102510291296,0.061487899238738396,0.5
-0.30761363478742204,-0.07910918390950807,-0.15098736664045753,-0.1360905007813929,0.09833943250508731,0.5
-0.30669168582646056,-0.07919950802610684,-0.15222151767319725,-0.13238864245749743,0.10125513931006941,0.5
-0.3072831116590608,-0.07902769214529091,-0.15156295654610225,-0.13457188381449156,0.09918742426477464,0.5
-0.2260170060956418,0.7798314899390959,-0.9413033775371134,0.12639542570062606,-1.0,0.5
-1.0,0.0908741813054238,0.2240742518108241,0.2906968946158955,0.4644265131621726,0.5
-0.6248916499045973,0.6030851518232416,0.11667051331297153,1.0,-0.2016357083300485,0.5
-0.4533822228728869,-0.1345974094116244,0.11356679251971073,0.472246295568856,-0.31545409565424337,0.5
-0.8834221084597922,-0.19917485553666914,0.04473927923284598,0.22212256723242035,0.3612643146019416,0.5
-0.374183660378827,-0.1345218554829267,-0.008980761289321815,-0.15069979050267637,-0.016713632317696393,0.5
-0.6365712300047832,-0.04441043740488074,0.1263688958664045,-0.36193525091926626,0.007253498785188507,0.5
-0.5008252015856637,0.022703033130902214,0.10050499832364693,-0.5063833416945704,-0.06191537640091305,0.5
-0.5005789287326878,0.021825907767612986,0.1637900938107336,-0.15821308516208296,-0.12055589807287644,0.5
-0.4056765080980328,-0.12557318003121926,-0.08833521862620183,-0.2633252452554837,-0.10519193428526301,0.5
-0.19566469667233696,-0.22811386689142313,0.001037098094680235,0.22874711691749056,0.26964510881231096,0.5
-0.3435009597831813,-0.2208155185653306,-0.1618959393494064,0.05693168690761484,0.34122444293070225,0.5
-0.2427778623495435,-0.27052081524755334,-0.0569982018933644,0.20416847494491758,0.23434797510007718,0.5
1.0,0.46644392890902303,-0.29355062996213216,0.3906450592267077,-0.18506631784104907,0.5
0.21289811326675195,-0.7045997392301174,-1.0,-0.4246909911739059,-0.9412631053125291,0.5
0.22034129674489458,1.0,0.3487659731216866,-0.5486718657798717,-0.26108258175185906,0.5
